section,pdf_page,codebook_page,question_id,variable,length,label,question_text,notes,value_count
HALLUCINOGENS,77,39,LS01K,SALVIADIV,2,EVER USED SALVIA DIVINORUM,"Have you ever, even once, used Salvia divinorum?","NOTE: HALLUCOTH was assigned a code of 5 (see documentation below) when either of the following occurred: (a) the only hallucinogens that were used in the respondent's lifetime were LSD, PCP, Ecstasy, ketamine, DMT/AMT/Foxy, or Salvia divinorum but the respondent reported more recent use of any hallucinogen than was reported for these six hallucinogens; or (b) the only hallucinogens that were used in the respondent's lifetime were LSD, PCP, Ecstasy but the respondent reported earlier initiation of any hallucinogen than was reported for these three hallucinogens. Have you ever, even once used any other hallucinogens besides the ones that have been listed?",5
HALLUCINOGENS,78,40,LS01H,HALLUCOTH,2,EVER USED OTHER HALLUCINOGEN,,,6
HALLUCINOGENS,79,41,LS01SC1,HALLUCOT1,4,OTHER HALLUCINOGEN - SPECIFY 1,,,120
HALLUCINOGENS,81,43,LS01SC2,HALLUCOT2,4,OTHER HALLUCINOGEN - SPECIFY 2,,,67
HALLUCINOGENS,82,44,LS01SC3,HALLUCOT3,4,OTHER HALLUCINOGEN - SPECIFY 3,,,31
HALLUCINOGENS,82,44,LS01SC4,HALLUCOT4,4,OTHER HALLUCINOGEN - SPECIFY 4,,,17
HALLUCINOGENS,83,45,LS01SC5,HALLUCOT5,4,OTHER HALLUCINOGEN - SPECIFY 5,,,14
HALLUCINOGENS,83,45,LS02,HALLUCAGE,3,AGE WHEN FIRST USED HALLUCINOGENS,How old were you the first time you used [LSFILL]?,,6
HALLUCINOGENS,83,45,"DMTAMTFXY, ECSTMOLLY, HALLUCOTH, KETMINESK, LSD, MESC, PCP, PEYOTE, PSILCY, SALVIADIV",HALLUCEVR,2,EVER USED HALLUCINOGENS,,,4
HALLUCINOGENS,83,45,"LS03A, LS03B, LS03C",HALLUCYFU,4,YEAR OF FIRST HALLUCINOGEN USE - RECODE,Did you first use [LSFILL] in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use [LSFILL] in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use [LSFILL]?,,8
HALLUCINOGENS,84,46,"LS03C, LS03D",HALLUCMFU,2,MONTH OF FIRST HALLUCINOGEN USE - RECODE,In what month in [CURRENT YEAR] did you first use [LSFILL]? In what month in [YEAR FROM LS03a or LS03b] did you first use [LSFILL]?,,19
HALLUCINOGENS,84,46,"LSLAST, LSRECDK, LSRECRE",HALLUCREC,2,TIME SINCE LAST USED HALLUCINOGENS,How long has it been since you last used [LSFILL]?,,11
HALLUCINOGENS,84,46,TOTHALL,HALLUCYFQ,3,TOTAL # OF DAYS USED HALLUCINOGENS IN PAST 12 MOS,,,7
HALLUCINOGENS,84,46,,HALTOTFG,2,TRIMMING INDICATOR FOR HALLUCYFQ,,,2
HALLUCINOGENS,84,46,,HALFQFLG,2,TRIMMED HALLUCYFQ IF R USED < 12 MOS,,,2
HALLUCINOGENS,85,47,"LSFRAME3, LSFRAME4, LSFRAME5, LSFRAME6",HALLEASWY,2,EASIEST WAY TO TELL US # DAYS USED HALLUCINOGEN,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used [LSFILL] during the past 12 months. What would be the easiest way for you to tell us how many days you've used it?",,11
HALLUCINOGENS,85,47,"LSYRAV2, LSYRAV3, LSYRAV4, LSYRAVE",HALLDYSYR,3,# DAYS USED HALLUCINOGEN PAST 12 MONTHS,On how many days in the past 12 months did you use [LSFILL]?,,8
HALLUCINOGENS,85,47,"LSMONAV2, LSMONAV3, LSMONAV4, LSMONAVE",HALLDYPMO,2,# DAYS PER MONTH USED HALLUCINOGEN PAST 12 MONTHS,"On average, how many days did you use [LSFILL] each month during the past 12 months?",,8
HALLUCINOGENS,85,47,"LSWKAV2, LSWKAV3, LSWKAV4, LSWKAVE",HALLDYPWK,2,# DAYS PER WEEK USED HALLUCINOGEN PAST 12 MONTHS,"On average, how many days did you use [LSFILL] each week during the past 12 months?",,8
HALLUCINOGENS,86,48,"LS04, LS30, LS31, LS32",HALLUC30N,2,# DAYS USED HALLUCINOGEN PAST 30 DAYS,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use [LSFILL]?",,7
HALLUCINOGENS,86,48,"LS04DKRE, LS30DKRE, LS31DKRE, LS32DKRE",HALLUC30E,2,BEST EST. # DAYS USED HALLUCINOGENS PAST 30 DAYS,What is your best estimate of the number of days you used [LSFILL] during the past 30 days?,,7
HALLUCINOGENS,86,48,LS05,LSDAGE,3,AGE WHEN FIRST USED LSD,Now think only about LSD. How old were you the first time you used LSD?,,6
HALLUCINOGENS,86,48,"LS06, LS07, LS08",LSDYFU,4,YEAR OF FIRST LSD USE - RECODE,Did you first use LSD in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use LSD in [CURRENT YEAR - 2] OR [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use LSD?,,8
HALLUCINOGENS,87,49,"LS08, LS09",LSDMFU,2,MONTH OF FIRST LSD USE - RECODE,In what month in [CURRENT YEAR] did you first use LSD? In what month in [YEAR FROM LS06 or LS07] did you first use LSD?,,19
HALLUCINOGENS,87,49,LS10,LSDREC,2,TIME SINCE LAST USED LSD,How long has it been since you last used LSD?,,9
HALLUCINOGENS,87,49,LS11,PCPAGE,3,AGE WHEN FIRST USED PCP,Now think only about PCP. How old were you the first time you used PCP?,,6
HALLUCINOGENS,88,50,"LS12, LS13, LS14",PCPYFU,4,YEAR OF FIRST PCP USE - RECODE,Did you first use PCP in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use PCP in [CURRENT YEAR - 2] OR [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use PCP?,,8
HALLUCINOGENS,88,50,"LS14, LS15",PCPMFU,2,MONTH OF FIRST PCP USE - RECODE,In what month in [CURRENT YEAR] did you first use PCP? In what month in [YEAR FROM LS12 or LS13] did you first use PCP?,,17
HALLUCINOGENS,88,50,LS16,PCPREC,2,TIME SINCE LAST USED PCP,How long has it been since you last used PCP?,,8
HALLUCINOGENS,88,50,LS17,ECSTMOAGE,3,AGE WHEN FIRST USED ECSTASY OR MOLLY,"Now think only about 'Ecstasy or 'Molly.' How old were you the first time you used 'Ecstasy' or 'Molly,' also known as MDMA?",,6
HALLUCINOGENS,89,51,"LS18, LS19, LS20",ECSTMOYFU,4,YEAR OF FIRST ECSTASY OR MOLLY USE - RECODE,Did you first use 'Ecstasy' or 'Molly' in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use 'Ecstasy' or 'Molly' in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use 'Ecstasy' or 'Molly'?,,8
HALLUCINOGENS,89,51,"LS20, LS21",ECSTMOMFU,2,MONTH OF FIRST ECSTASY OR MOLLY USE - RECODE,In what month in [CURRENT YEAR] did you first use 'Ecstasy' or 'Molly'? In what month in [YEAR FROM LS18 or LS19] did you first use 'Ecstasy' or 'Molly'?,,19
HALLUCINOGENS,89,51,LS22,ECSTMOREC,2,TIME SINCE LAST USED ECSTASY OR MOLLY,"How long has it been since you last used 'Ecstasy' or 'Molly,' also known as MDMA?",,8
HALLUCINOGENS,90,52,LS33,KETMINREC,2,TIME SINCE LAST USED KETAMINE,How long has it been since you last used Ketamine?,,9
HALLUCINOGENS,90,52,LS34,DAMTFXREC,2,TIME SINCE LAST USED DMT/AMT/FOXY,"How long has it been since you last used DMT, AMT or Foxy?",,8
HALLUCINOGENS,90,52,LS35,SALVIAREC,2,TIME SINCE LAST USED SALVIA DIVINORUM,How long has it been since you last used Salvia divinorum?,,8
INHALANTS,91,53,IN01A,AMYLNIT,2,"EVER INHALED AMYL NITRITE, 'POPPERS,' RUSH, ETC.","These next questions are about liquids, sprays, and gases that people sniff or inhale to get high or to make them feel good. We are not interested in times when you inhaled a substance accidentally — such as when painting, cleaning an oven, or filling a car with gasoline. The questions use the word ‘inhalant’ to include all the things listed below, as well as any other substances that people sniff or inhale for kicks or to get high. Take a moment to look at the substances listed below so you know what kinds of liquids, sprays, and gases these questions are about. Amyl nitrite, 'poppers,' locker room odorizers, or 'rush' Correction fluid, degreaser, or cleaning fluid Gasoline or lighter fluid Glue, shoe polish, or toluene Halothane, ether, or other anesthetics Lacquer thinner, or other paint solvents Lighter gases, such as butane or propane Nitrous oxide or 'whippits' Felt-tip pens, felt-tip markers, or magic markers Spray paints Computer keyboard cleaner, also known as air duster Other aerosol sprays Have you ever, even once, inhaled amyl nitrite, 'poppers,' locker room odorizers, or 'rush' for kicks or to get high?",,6
INHALANTS,91,53,IN01B,CLEFLU,2,"EVER INHALED CORRECTION FLUID, DEGREASER, ETC.","Have you ever, even once, inhaled correction fluid, degreaser, or cleaning fluid for kicks or to get high?",,6
INHALANTS,91,53,IN01C,GAS,2,EVER INHALED GASOLINE OR LIGHTER FLUID,"Have you ever, even once, inhaled gasoline or lighter fluid for kicks or to get high?",,5
INHALANTS,91,53,IN01D,GLUE,2,"EVER INHALED GLUE, SHOE POLISH, OR TOLUENE","Have you ever, even once, inhaled glue, shoe polish, or toluene for kicks or to get high?",,6
INHALANTS,92,54,IN01E,ETHER,2,"EVER INHALED HALOTHANE, ETHER, OR OTHER ANESTHETIC","Have you ever, even once, inhaled halothane, ether, or other anesthetics for kicks or to get high?",,6
INHALANTS,92,54,IN01F,SOLVENT,2,"EVER INHALED LACQUER THINNER, OTHER PAINT SOLVENTS","Have you ever, even once, inhaled lacquer thinner or other paint solvents for kicks or to get high?",,5
INHALANTS,92,54,IN01G,LGAS,2,"EVER INHALED LIGHTER GASES (BUTANE, PROPANE)","Have you ever, even once, inhaled lighter gases, such as butane or propane for kicks or to get high?",,6
INHALANTS,92,54,IN01H,NITOXID,2,EVER INHALED NITROUS OXIDE OR 'WHIPPITS',"Have you ever, even once, inhaled nitrous oxide or 'whippits' for kicks or to get high?",,6
INHALANTS,92,54,IN01H1,FELTMARKR,2,EVER INHALED FELT-TIP PENS/MARKERS,"Have you ever, even once, inhaled felt-tip pens, felt-tip markers, or magic markers for kicks or to get high?",,6
INHALANTS,93,55,IN01I,SPPAINT,2,EVER INHALED SPRAY PAINTS,"Have you ever, even once, inhaled spray paints for kicks or to get high?",,5
INHALANTS,93,55,IN01II,AIRDUSTER,2,EVER INHALED COMPUTER KEYBOARD CLEANER/AIR DUSTER,"Have you ever, even once, inhaled computer keyboard cleaner, also known as air duster, for kicks or to get high?",,6
INHALANTS,93,55,IN01J,OTHAEROS,2,EVER INHALED OTHER AEROSOL SPRAYS,"Have you ever, even once, inhaled some other aerosol spray for kicks or to get high?",,6
INHALANTS,93,55,IN01L,INHALOTH,2,EVER USED OTHER INHALANTS,"Have you ever, even once used any other inhalants for kicks or to get high besides the ones that have been listed?",,5
INHALANTS,94,56,IN01SC1,INHALOT1,4,OTHER INHALANT - SPECIFY 1,,,63
INHALANTS,95,57,IN01SC2,INHALOT2,4,OTHER INHALANT - SPECIFY 2,,,32
INHALANTS,95,57,IN01SC3,INHALOT3,4,OTHER INHALANT - SPECIFY 3,,,10
INHALANTS,95,57,IN01SC4,INHALOT4,4,OTHER INHALANT - SPECIFY 4,,,5
INHALANTS,95,57,IN01SC5,INHALOT5,4,OTHER INHALANT - SPECIFY 5,,,4
INHALANTS,96,58,,INHALEVER,2,EVER USED INHALANTS,"The answers that people give us about their use of inhalants are important to this study's success. We know that this information is personal, but remember your answers will be kept confidential. Please think again about answering this question: Have you ever, even once, used any type of inhalant for kicks or to get high? NOTE: This variable was coded as 1 if respondents answered yes to the above question and 91 if respondents answered the above question as no (see below). This variable also was coded as 1 if the questions corresponding to any of the following variables were answered as yes: AMYLNIT, CLEFLU, GAS, GLUE, ETHER, SOLVENT, LGAS, NITOXID, FELTMARKR, SPPAINT, AIRDUSTER, OTHAEROS, or INHALOTH. This variable also was coded as 91 if all of the above variables were coded as 91. (AIRDUSTER, AMYLNIT, CLEFLU, ETHER, FELTMARKR, GAS, GLUE, INHALOTH, INREF, LGAS, NITOXID, OTHAEROS, SOLVENT, SPPAINT)",,3
INHALANTS,96,58,IN02,INHALAGE,3,AGE WHEN FIRST USED INHALANTS,How old were you the first time you used any inhalant for kicks or to get high?,,6
INHALANTS,96,58,"IN03A, IN03B, IN03C",INHALYFU,4,YEAR OF FIRST INHALANT USE - RECODE,Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use an inhalant of any kind for kicks or to get high in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high?,,8
INHALANTS,97,59,"IN03C, IN03D",INHALMFU,2,MONTH OF FIRST INHALANT USE - RECODE,In what month in [CURRENT YEAR] did you first use an inhalant of any kind for kicks or to get high? In what month in [YEAR FROM IN03a or IN03b] did you first use an inhalant of any kind for kicks or to get high?,,19
INHALANTS,97,59,"INLAST, INRECDK, INRECRE",INHALREC,2,TIME SINCE LAST USED INHALANTS,How long has it been since you last used any inhalant for kicks or to get high?,,7
INHALANTS,97,59,TOTINHAL,INHALYFQ,3,TOTAL # OF DAYS USED INHALANT PAST 12 MONTHS,,,7
INHALANTS,97,59,,INHTOTFG,2,TRIMMING INDICATOR FOR INHALYFQ,,,2
INHALANTS,97,59,,INHFQFLG,2,TRIMMED INHALYFQ IF R USED < 12 MOS,,,2
INHALANTS,98,60,INFRAME3,INHEASWY,2,EASIEST WAY TO TELL US # DAYS USED INHALANTS,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used an inhalant of any kind for kicks or to get high during the past 12 months. What would be the easiest way for you to tell us how many days you've done this?",,12
INHALANTS,98,60,INYRAVE,INHDYSYR,3,# DAYS USED INHALANT PAST 12 MONTHS,On how many days in the past 12 months did you use an inhalant of any kind for kicks or to get high?,,9
INHALANTS,98,60,INMONAVE,INHDYPMO,2,# DAYS PER MONTH USED INHALANT PAST 12 MONTHS,"On average, how many days did you use an inhalant of any kind for kicks or to get high each month during the past 12 months?",,9
INHALANTS,98,60,INWKAVE,INHDYPWK,2,# DAYS PER WEEK USED INHALANT PAST 12 MONTHS,"On average, how many days did you use an inhalant of any kind for kicks or to get high each week during the past 12 months?",,8
INHALANTS,99,61,IN06,INHAL30N,2,# DAYS USED INHALANT PAST 30 DAYS,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use any inhalant for kicks or to get high?",,7
INHALANTS,99,61,IN06DKRE,INHAL30ES,2,BEST ESTIMATE # DAYS USED INHALANTS PAST 30 DAYS,What is your best estimate of the number of days you used any inhalant for kicks or to get high during the past 30 days?,,9
METHAMPHETAMINE,100,62,"ME01, MEREF",METHAMEVR,2,EVER USED METHAMPHETAMINE,"Methamphetamine, also known as crank, ice, crystal meth, speed, glass, and many other names, is a stimulant that usually comes in crystal or powder forms. It can be smoked, “snorted,” swallowed or injected. Have you ever, even once, used methamphetamine?",,4
METHAMPHETAMINE,100,62,ME02,METHAMAGE,3,AGE 1ST USED METHAMPHETAMINE,How old were you the first time you used methamphetamine?,,6
METHAMPHETAMINE,100,62,"ME03A, ME03B, ME03C",METHAMYFU,4,YEAR 1ST USED METHAMPHETAMINE,Did you first use methamphetamine in [CURRENT YEAR - 1] or [CURRENT YEAR]? Did you first use methamphetamine in [CURRENT YEAR - 2] or [CURRENT YEAR - 1]? In what month in [CURRENT YEAR] did you first use methamphetamine?,,8
METHAMPHETAMINE,101,63,"ME03C, ME03D",METHAMMFU,2,MONTH 1ST USED METHAMPHETAMINE,In what month in [CURRENT YEAR] did you first use methamphetamine? In what month in [YEAR FROM ME03a or ME03b] did you first use methamphetamine?,,19
METHAMPHETAMINE,101,63,"MELAST3, MERECDK, MERECRE",METHAMREC,2,TIME SINCE LAST USED METHAMPHETAMINE,How long has it been since you last used methamphetamine?,,8
METHAMPHETAMINE,101,63,TOTME,METHAMYFQ,3,TOTAL # DAYS USED METHAMPHETAMINE PAST 12 MONTHS,,,7
METHAMPHETAMINE,101,63,,METOTFG,2,TRIMMING INDICATOR FOR METHAMYFQ,,,2
METHAMPHETAMINE,101,63,,MEFQFLG,2,TRIMMED METHAMYFQ IF R USED < 12 MOS,,,2
METHAMPHETAMINE,102,64,MEFRAME3,METHEASWY,2,EASIEST WAY TO TELL # DAYS USED METHAMPHETAMINE,"Now think about the past 12 months, from [DATEFILL] through today. We want to know how many days you've used methamphetamine during the past 12 months. What would be the easiest way for you to tell us how many days you've used it?",,10
METHAMPHETAMINE,102,64,MEYRAVE,METHDYSYR,3,# DAYS USED METHAMPHETAMINE PAST 12 MONTHS,On how many days in the past 12 months did you use methamphetamine?,,8
METHAMPHETAMINE,102,64,MEMONAVE,METHDYPMO,2,# DAYS PER MO USED METHAMPHETAMINE PAST 12 MONTHS,"On average, how many days did you use methamphetamine each month during the past 12 months?",,8
METHAMPHETAMINE,102,64,MEWKAVE,METHDYPWK,2,# DAYS PER WK USED METHAMPHETAMINE PAST 12 MONTHS,"On average, how many days did you use methamphetamine each week during the past 12 months?",,8
METHAMPHETAMINE,103,65,ME06,METHAM30N,2,# DAYS USED METHAMPHETAMINE PAST 30 DAYS,"Think specifically about the past 30 days, from [DATEFILL] up to and including today. During the past 30 days, on how many days did you use methamphetamine?",,7
METHAMPHETAMINE,103,65,ME06DKRE,METHAM30E,2,BEST ESTIMATE # DAYS USED METH PAST 30 DAYS,What is your best estimate of the number of days you used methamphetamine during the past 30 days?,,6
PAIN RELIEVERS SCREENER,104,66,PR021,OXCNANYYR,2,ANY OXYCONTIN USE PAST 12 MOS,"Please look at the names and pictures of the pain relievers shown below. In the past 12 months, which, if any, of these pain relievers have you used?",,10
PAIN RELIEVERS SCREENER,104,66,PRLANY,PNRANYLIF,2,ANY PAIN RELIEVER USE IN LIFETIME,"Have you ever, even once, used any prescription pain reliever? Remember, do not report your use of ""over-the-counter"" pain relievers such as aspirin, Tylenol, Advil, or Aleve.",NOTE: PNRANYREC was created from responses of any use in the past 12 months for specific pain relievers and from PNRANYLIF for any lifetime use of pain relievers.,6
PAIN RELIEVERS SCREENER,104,66,,PNRANYREC,2,RC - MOST RECENT ANY PAIN RELIEVER USE (RECODE),,,6
PAIN RELIEVERS SCREENER,104,66,,FENTANYYR,1,RC-FENTANYL PRODUCTS - ANY PAST YEAR USE,"The following variable for any past year use of Fentanyl Products, FENTPDAPYU, was assigned a positive response if a respondent indicated any past year use of Actiq, Duragesic, Fentora, or generic fentanyl, or past year misuse of other pain relievers that contain fentanyl.",,3
